Term ID	Label	Parent Term	Defintion	GECKO Category	Internal ID	Suggested Categories	Comment
CHOP:0000737	PNC_SEP500		Separation Anxiety: Since you were 5 years old, has there ever been a time when you had a lot of worries about your (attachment figures) and were very upset or got sick (for example, felt sick to your stomach, headaches, thrown-up) when you were away from him/her?	mental and behaviour disorders	SEP500		Encoded Value
CHOP:0000738	PNC_SEP501		Separation Anxiety: Did you worry about this more than most children/people your age?	mental and behaviour disorders	SEP501		Encoded Value
CHOP:0000739	PNC_SEP508		Separation Anxiety: Has there ever been a time when you wanted to stay home from school or not go to other places (for example, sleep-overs) without your (attachment figures)?	mental and behaviour disorders	SEP508		Encoded Value
CHOP:0000740	PNC_SEP509		Separation Anxiety: When you knew that you were going to be away from home or (attachment figure(s)), did you get very upset and worry (e.g., when you learned (attachment figure(s)) were going on an upcoming trip or night out)?	mental and behaviour disorders	SEP509		Encoded Value
CHOP:0000741	PNC_SEP510		Separation Anxiety: Did you ever worry/have bad dreams about something terrible happening to you or your (attachment figures) so that you would not see them again?	mental and behaviour disorders	SEP510		Encoded Value
CHOP:0000742	PNC_SEP511		Separation Anxiety: Were you scared to be alone in your room (or any place in your house) or did you need your (attachment figure(s)) to stay with you while you fell asleep?	mental and behaviour disorders	SEP511		Encoded Value
CHOP:0000743	PNC_SEP512		Separation Anxiety: How long was your longest period of worry about your (attachment figures)? (Days)	mental and behaviour disorders	SEP512		Encoded Value
CHOP:0000744	PNC_SEP513		Separation Anxiety: How long was your longest period of worry about your (attachment figures)? (Weeks)	mental and behaviour disorders	SEP513		Encoded Value
CHOP:0000745	PNC_SEP514		Separation Anxiety: How long was your longest period of worry about your (attachment figures)? (Months)	mental and behaviour disorders	SEP514		Encoded Value
CHOP:0000746	PNC_SEP520		Separation Anxiety: Did you have these worries only during a time when you had a serious physical illness?	mental and behaviour disorders	SEP520		Encoded Value
CHOP:0000747	PNC_SEP521		Separation Anxiety: Did you have these worries only during a time when your (attachment figures) had a serious physical illness?	mental and behaviour disorders	SEP521		Encoded Value
CHOP:0000748	PNC_SEP525		Separation Anxiety: You told me that you (list endorsed worries). How much did having these worries (about the attachment figure) upset or bother you?	mental and behaviour disorders	SEP525		Encoded Value
CHOP:0000749	PNC_SEP526		Separation Anxiety: How much did the worries you have told me about cause problems for you at home, at school or work, or with your family or friends?	mental and behaviour disorders	SEP526		Encoded Value
CHOP:0000750	PNC_SEP527		Separation Anxiety: Did you stay home from school or work because of these worries about (the attachment figure)?	mental and behaviour disorders	SEP527		Encoded Value
CHOP:0000751	PNC_SEP528		Separation Anxiety: How many days of school/work did you miss because of these worries? (lifetime)	mental and behaviour disorders	SEP528		Encoded Value
CHOP:0000752	PNC_SEP529		Separation Anxiety: How old were you the first time you had these worries?	mental and behaviour disorders	SEP529		Encoded Value
CHOP:0000753	PNC_SEP530		Separation Anxiety: Do you have these worries now?	mental and behaviour disorders	SEP530		Encoded Value
CHOP:0000754	PNC_SEP531		Separation Anxiety: How old were you the last time you had these worries?	mental and behaviour disorders	SEP531		Encoded Value
CHOP:0000755	PNC_SIP001		SIPS- Structured Interview for Prodromal Symptoms: TROUBLE WITH FOCUS AND ATTENTION Severity Scale	mental and behaviour disorders|cognitive and psychological measurements	SIP001		Encoded Value
CHOP:0000756	PNC_SIP002		SIPS- Structured Interview for Prodromal Symptoms: Trouble With Focus and Attention: Symptom Onset	mental and behaviour disorders|cognitive and psychological measurements	SIP002		Encoded Value
CHOP:0000757	PNC_SIP003		SIPS- PRIME SCREEN-REVISED: I think that I have felt that there are odd or unusual things going on that I can't explain.	mental and behaviour disorders|cognitive and psychological measurements	SIP003		Encoded Value
CHOP:0000758	PNC_SIP004		SIPS- PRIME SCREEN-REVISED: I think that I might be able to predict the future.	mental and behaviour disorders|cognitive and psychological measurements	SIP004		Encoded Value
CHOP:0000759	PNC_SIP005		SIPS- PRIME SCREEN-REVISED- Structured Interview for Prodromal Symptoms: I may have felt that there could possibly be something interrupting or controlling my thoughts, feelings, or actions.	mental and behaviour disorders|cognitive and psychological measurements	SIP005		Encoded Value
CHOP:0000760	PNC_SIP006		SIPS- PRIME SCREEN-REVISED- Structured Interview for Prodromal Symptoms: I have had the experience of doing something differently because of my superstitions.	mental and behaviour disorders|cognitive and psychological measurements	SIP006		Encoded Value
CHOP:0000761	PNC_SIP007		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think I may get confused at times whether something I experience or perceive may be real or may be just part of my imagination or dreams.	mental and behaviour disorders|cognitive and psychological measurements	SIP007		Encoded Value
CHOP:0000762	PNC_SIP008		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I have thought that it might be possible that other people can read my mind, or that I can read others' minds	mental and behaviour disorders|cognitive and psychological measurements	SIP008		Encoded Value
CHOP:0000763	PNC_SIP009		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I wonder if people may be planning to hurt me or even may be about to hurt me.	mental and behaviour disorders|cognitive and psychological measurements	SIP009		Encoded Value
CHOP:0000764	PNC_SIP010		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I believe that I have special natural or supernatural gifts beyond my talents and natural strengths.	mental and behaviour disorders|cognitive and psychological measurements	SIP010		Encoded Value
CHOP:0000765	PNC_SIP011		"SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think I might feel like my mind is ""playing tricks"" on me."	mental and behaviour disorders|cognitive and psychological measurements	SIP011		Encoded Value
CHOP:0000766	PNC_SIP012		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I have had the experience of hearing faint or clear sounds of people or a person mumbling or talking when there is no one near me.	mental and behaviour disorders|cognitive and psychological measurements	SIP012		Encoded Value
CHOP:0000767	PNC_SIP013		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think that I may hear my own thoughts being said out loud.	mental and behaviour disorders|cognitive and psychological measurements	SIP013		Encoded Value
CHOP:0000768	PNC_SIP014		"SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I have been concerned that I might be ""going crazy."""	mental and behaviour disorders|cognitive and psychological measurements	SIP014		Encoded Value
CHOP:0000769	PNC_SIP015		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think I have felt that there are odd or unusual things going on that I can't explain.	mental and behaviour disorders|cognitive and psychological measurements	SIP015		Encoded Value
CHOP:0000770	PNC_SIP016		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think that I might be able to predict the future.	mental and behaviour disorders|cognitive and psychological measurements	SIP016		Encoded Value
CHOP:0000771	PNC_SIP017		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I may have felt that there could possibly be something interrupting or controlling my thoughts, feelings, or actions.	mental and behaviour disorders|cognitive and psychological measurements	SIP017		Encoded Value
CHOP:0000772	PNC_SIP018		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I have had the experience of doing something differently because of my superstitions.	mental and behaviour disorders|cognitive and psychological measurements	SIP018		Encoded Value
CHOP:0000773	PNC_SIP019		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think that I may get confused at times whether something I experience or perceive may be real or may be just part of my imagination or dreams.	mental and behaviour disorders|cognitive and psychological measurements	SIP019		Encoded Value
CHOP:0000774	PNC_SIP020		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I have thought that it might be possible that other people can read my mind, or that I can read others' minds.	mental and behaviour disorders|cognitive and psychological measurements	SIP020		Encoded Value
CHOP:0000775	PNC_SIP021		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I wonder if people may be planning to hurt me or even may be about to hurt me.	mental and behaviour disorders|cognitive and psychological measurements	SIP021		Encoded Value
CHOP:0000776	PNC_SIP022		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I believe that I have special natural or supernatural gifts beyond my talents and natural strengths.	mental and behaviour disorders|cognitive and psychological measurements	SIP022		Encoded Value
CHOP:0000777	PNC_SIP023		"SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think I might feel like my mind is ""playing tricks"" on me."	mental and behaviour disorders|cognitive and psychological measurements	SIP023		Encoded Value
CHOP:0000778	PNC_SIP024		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I have had the experience of hearing faint or clear sounds of people or a person mumbling or talking when there is no one near me.	mental and behaviour disorders|cognitive and psychological measurements	SIP024		Encoded Value
CHOP:0000779	PNC_SIP025		SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I think that I may hear my own thoughts being said out loud.	mental and behaviour disorders|cognitive and psychological measurements	SIP025		Encoded Value
CHOP:0000780	PNC_SIP026		"SIPS- PRIME SCREEN-REVISED Structured Interview for Prodromal Symptoms: I have been concerned that I might be ""going crazy."""	mental and behaviour disorders|cognitive and psychological measurements	SIP026		Encoded Value
CHOP:0000781	PNC_SIP027		SIPS- Structured Interview for Prodromal Symptoms: Do people ever tell you that they can't understand you?	mental and behaviour disorders|cognitive and psychological measurements	SIP027		Encoded Value
CHOP:0000782	PNC_SIP028		SIPS- Structured Interview for Prodromal Symptoms: Do people ever seem to have difficulty understanding you?	mental and behaviour disorders|cognitive and psychological measurements	SIP028		Encoded Value
CHOP:0000783	PNC_SIP030		SIPS- Structured Interview for Prodromal Symptoms: Changes in speech, disorganized communication, tangential speech Severity Scale	mental and behaviour disorders|cognitive and psychological measurements	SIP030		Encoded Value
CHOP:0000784	PNC_SIP031		SIPS- Structured Interview for Prodromal Symptoms:  Changes in speech, disorganized communication, tangential speech: How long has it been since you first had this experience? Less than 1 month, between 1 month and 1 year, more than a year? Your entire lifetime or ever since you can remember?	mental and behaviour disorders|cognitive and psychological measurements	SIP031		Encoded Value
CHOP:0000785	PNC_SIP032		SIPS- Structured Interview for Prodromal Symptoms: Do you ever feel a loss of sense of self or feel disconnected from yourself or your life?	mental and behaviour disorders|cognitive and psychological measurements	SIP032		Encoded Value
CHOP:0000786	PNC_SIP033		SIPS- Structured Interview for Prodromal Symptoms: Has anyone pointed out to you that you are less emotional or connected to people than you used to be?	mental and behaviour disorders|cognitive and psychological measurements	SIP033		Encoded Value
CHOP:0000787	PNC_SIP035		SIPS- Structured Interview for Prodromal Symptoms: Changes in perception of self, others, or the world in general: Severity Scale	mental and behaviour disorders|cognitive and psychological measurements	SIP035		Encoded Value
CHOP:0000788	PNC_SIP036		SIPS- Structured Interview for Prodromal Symptoms: Changes in perception of self, others, or the world in general: How long has it been since you first had this experience? Less than 1 month, between 1 month and 1 year, more than a year? Your entire lifetime or ever since you can remember?	mental and behaviour disorders|cognitive and psychological measurements	SIP036		Encoded Value
CHOP:0000789	PNC_SIP037		SIPS- Structured Interview for Prodromal Symptoms: EXPRESSION OF EMOTION: Severity Scale	mental and behaviour disorders|cognitive and psychological measurements	SIP037		Encoded Value
CHOP:0000790	PNC_SIP038		SIPS- Structured Interview for Prodromal Symptoms: Within the past 6 months, are you having a harder time getting your work or schoolwork done?	mental and behaviour disorders|cognitive and psychological measurements	SIP038		Encoded Value
CHOP:0000791	PNC_SIP039		SIPS- Structured Interview for Prodromal Symptoms: Within the past 6 months, are you having a harder time getting normal activities done?	mental and behaviour disorders|cognitive and psychological measurements	SIP039		Encoded Value
CHOP:0000792	PNC_SIP041		SIPS- Structured Interview for Prodromal Symptoms: Occupational Functioning Severity Scale 	mental and behaviour disorders|cognitive and psychological measurements	SIP041		Encoded Value
CHOP:0000793	PNC_SIP042		SIPS- Structured Interview for Prodromal Symptoms: Occupational Functioning: How long has it been since you first had this trouble?	mental and behaviour disorders|cognitive and psychological measurements	SIP042		Encoded Value
CHOP:0000794	PNC_SIP043		SIPS- Structured Interview for Prodromal Symptoms:  Avolition Severity Scale 	mental and behaviour disorders|cognitive and psychological measurements	SIP043		Encoded Value
CHOP:0000795	PNC_SIP044		SIPS- Structured Interview for Prodromal Symptoms: Avolition: How long has it been since you first had this trouble? Less than 1 month, between 1 month and 1 year, more than a year? Your entire lifetime or ever since you can remember?	mental and behaviour disorders|cognitive and psychological measurements	SIP044		Encoded Value
CHOP:0000796	PNC_SOC001		Social Anxiety: Looking at this card, was there ever a time in your life when you felt afraid or uncomfortable or really, really shy with people, like meeting new people, going to parties, or eating or drinking, writing or doing homework in front of others?	mental and behaviour disorders	SOC001		Encoded Value
CHOP:0000797	PNC_SOC002		Social Anxiety:  Looking at this card, was there ever a time in your life when you felt afraid or uncomfortable talking on the telephone or with people your own age who you don't know very well?	mental and behaviour disorders	SOC002		Encoded Value
CHOP:0000798	PNC_SOC003		Social Anxiety: Looking at this card, was there ever a time in your life when you felt afraid or uncomfortable when you had to do something in front of a group of people, like speaking in class? 	mental and behaviour disorders	SOC003		Encoded Value
CHOP:0000799	PNC_SOC004		Social Anxiety: Looking at this card, was there ever a time in your life when you felt afraid or uncomfortable acting, performing, giving a talk/speech, playing a sport or doing a musical performance, or taking an important test or exam (even though you studied enough)?	mental and behaviour disorders	SOC004		Encoded Value
CHOP:0000800	PNC_SOC005		Social Anxiety: Looking at this card, was there ever a time in your life when you felt afraid or uncomfortable because you were the center of attention and were concerned something embarrassing might happen and you felt very afraid or felt uncomfortable?	mental and behaviour disorders	SOC005		Encoded Value
CHOP:0000801	PNC_SOC007		Social Anxiety: When you had to face (insert feared situation), did you try to avoid it or if you couldn't avoid it, did you feel very distressed when you faced it?	mental and behaviour disorders	SOC007		Encoded Value
CHOP:0000802	PNC_SOC008		Social Anxiety: Did this bother you more than most people your age?	mental and behaviour disorders	SOC008		Encoded Value
CHOP:0000803	PNC_SOC009		Social Anxiety: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did your fear of this situation last? (Days)	mental and behaviour disorders	SOC009		Encoded Value
CHOP:0000804	PNC_SOC010		Social Anxiety: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did your fear of this situation last? (Weeks)	mental and behaviour disorders	SOC010		Encoded Value
CHOP:0000805	PNC_SOC011		Social Anxiety: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did your fear of this situation last? (Months)	mental and behaviour disorders	SOC011		Encoded Value
CHOP:0000806	PNC_SOC011a		Social Anxiety: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did your fear of this situation last? (Years)	mental and behaviour disorders	SOC011a		Encoded Value
CHOP:0000807	PNC_SOC012		Social Anxiety: How much did having this fear of (insert worst fear) upset or bother you?	mental and behaviour disorders	SOC012		Encoded Value
CHOP:0000808	PNC_SOC013		Social Anxiety: How much did the fear you have told me about cause problems for you at home, at school or work, or with your family or friends?	mental and behaviour disorders	SOC013		Encoded Value
CHOP:0000809	PNC_SOC014		Social Anxiety: Did you stay home from school or work because of your fear of (insert worst fear)?	mental and behaviour disorders	SOC014		Encoded Value
CHOP:0000810	PNC_SOC015		Social Anxiety: How many days of school/work did you miss? (lifetime)	mental and behaviour disorders	SOC015		Encoded Value
CHOP:0000811	PNC_SOC016		Social Anxiety: Did you ever avoid going to social events like birthday parties or other social activities because of your fear of (insert worst fear)?	mental and behaviour disorders	SOC016		Encoded Value
CHOP:0000812	PNC_SOC017		Social Anxiety: How many times?	mental and behaviour disorders	SOC017		Encoded Value
CHOP:0000813	PNC_SOC018		Social Anxiety: How old were you the first time you were afraid of (social situation)? (Age)	mental and behaviour disorders	SOC018		Encoded Value
CHOP:0000814	PNC_SOC018a		Social Anxiety: How old were you the first time you were afraid of (social situation)? (Always)	mental and behaviour disorders	SOC018a		Encoded Value
CHOP:0000815	PNC_SOC019		Social Anxiety: Are you still afraid of (social situation listed)?	mental and behaviour disorders	SOC019		Encoded Value
CHOP:0000816	PNC_SOC020		Social Anxiety: How old were you the last time you had this fear?	mental and behaviour disorders	SOC020		Encoded Value
CHOP:0000817	PNC_SUI001		Suicide: Have you ever thought a lot about death or dying?	mental and behaviour disorders	SUI001		Encoded Value
CHOP:0000818	PNC_SUI002		Suicide: Have you ever thought about killing yourself?	mental and behaviour disorders	SUI002		Encoded Value
CHOP:0000819	PNC_SUI003		Suicide: How old were you the first time you thought about (insert endorsed area)? (Age)	mental and behaviour disorders	SUI003		Encoded Value
CHOP:0000820	PNC_SUI004		Suicide: How old were you the first time you thought about (insert endorsed area)? (Month)	mental and behaviour disorders	SUI004		Encoded Value
CHOP:0000821	PNC_SUI005		Suicide: How old were you the first time you thought about (insert endorsed area)? (Date Year)	mental and behaviour disorders	SUI005		Encoded Value
CHOP:0000822	PNC_SUI006		Suicide: How old were you the last time? (Age)	mental and behaviour disorders	SUI006		Encoded Value
CHOP:0000823	PNC_SUI007		Suicide: How old were you the last time? (Month)	mental and behaviour disorders	SUI007		Encoded Value
CHOP:0000824	PNC_SUI008		Suicide: How old were you the last time? (Date Year)	mental and behaviour disorders	SUI008		Encoded Value
CHOP:0000825	PNC_SUI009		Suicide: Are you currently (within the past month) having thoughts about (insert endorsed area)?	mental and behaviour disorders	SUI009		Integer
CHOP:0000826	PNC_age_at_cnb		Age at CNB test date	age/birthdate	age_at_cnb		Encoded Value
CHOP:0000827	PNC_cnb_battery_valid		Penn Computerized Neurocognitive Battery Valid Code	survey administration	cnb_battery_valid		Encoded Value
CHOP:0000828	PNC_PADT_Genus		PADT: Penn Age Differentiation Test Genus	Penn CNB	PADT_Genus		Encoded Value
CHOP:0000829	PNC_PADT_VALID		PADT: Penn Age Differentiation Test Valid Code, by genus	Penn CNB	PADT_VALID		Integer
CHOP:0000830	PNC_PADT_A		PADT: Total Correct Responses for All Test Trials, by genus	Penn CNB	PADT_A		Integer
CHOP:0000831	PNC_PADT_T		PADT: Median Response Time for All Test Trials , by genus 	Penn CNB	PADT_T		Integer
CHOP:0000832	PNC_PADT_SAME_CR		PADT: Number of Correct Responses to Test Trials with No Age Difference, by genus	Penn CNB	PADT_SAME_CR		Integer
CHOP:0000833	PNC_PADT_SAME_RTCR		PADT: Median Response Time for Correct Responses for Test Trials with No Age Difference, by genus	Penn CNB	PADT_SAME_RTCR		Integer
CHOP:0000834	PNC_PADT_PC		PADT: Percent Correct Responses for All Test Trials, by genus	Penn CNB	PADT_PC		Integer
CHOP:0000835	PNC_PADT_SAME_PC		PADT: Percent Correct Responses to Test Trials with No Age Difference, by genus	Penn CNB	PADT_SAME_PC		Encoded Value
CHOP:0000836	PNC_PFMT_GENUS		PFMT: Penn Face Memory Test Genus	Penn CNB	PFMT_GENUS		Encoded Value
CHOP:0000837	PNC_PFMT_VALID		PFMT: Penn Face Memory Test Valid Code	Penn CNB	PFMT_VALID		Integer
CHOP:0000838	PNC_PFMT_TP		PFMT: Number of Correct Responses to Target Faces (TP)	Penn CNB	PFMT_TP		Integer
CHOP:0000839	PNC_PFMT_TN		PFMT: Number of Correct Responses to Foil Faces (TN) 	Penn CNB	PFMT_TN		Integer
CHOP:0000840	PNC_PFMT_FP		PFMT: Number of Incorrect Responses to Foil Faces (FP)	Penn CNB	PFMT_FP		Integer
CHOP:0000841	PNC_PFMT_FN		PFMT: Number of Incorrect Responses to Target Faces (FN)	Penn CNB	PFMT_FN		Integer
CHOP:0000842	PNC_PFMT_TPRT		PFMT: Median Response Time for Correct Responses to Target Faces (TP) 	Penn CNB	PFMT_TPRT		Integer
CHOP:0000843	PNC_PFMT_TNRT		PFMT: Median Response Time for Correct Responses to Foil Faces (TN) 	Penn CNB	PFMT_TNRT		Integer
CHOP:0000844	PNC_PFMT_FPRT		PFMT: Median Response Time for Incorrect Responses to Foil Faces (FP) 	Penn CNB	PFMT_FPRT		Integer
CHOP:0000845	PNC_PFMT_FNRT		PFMT: Median Response Time for Incorrect Responses to Target Faces (FN) 	Penn CNB	PFMT_FNRT		Integer
CHOP:0000846	PNC_PFMT_IFAC_TOT		PFMT: Total Correct Responses for All Test Trials	Penn CNB	PFMT_IFAC_TOT		Integer
CHOP:0000847	PNC_PFMT_IFAC_RTC		PFMT: Median Response Time for Total Correct Test Trial Responses 	Penn CNB	PFMT_IFAC_RTC		Encoded Value
CHOP:0000848	PNC_PEIT_GENUS		PEIT: Penn Emotion Identification Test Genus	Penn CNB	PEIT_GENUS		Integer
CHOP:0000849	PNC_PEIT_VALID		PEIT: Penn Emotion Identification Test Valid Code, by genus	Penn CNB	PEIT_VALID		Integer
CHOP:0000850	PNC_PEIT_CR		PEIT: Total Correct Responses for All Test Trials, by genus	Penn CNB	PEIT_CR		Integer
CHOP:0000851	PNC_PEIT_CRT		PEIT: Median Response Time for Total Correct Test Trial Responses, by genus	Penn CNB	PEIT_CRT		Integer
CHOP:0000852	PNC_PEITANG		PEIT: Number of Correct Responses to Anger Trials, by genus	Penn CNB	PEITANG		Integer
CHOP:0000853	PNC_PEITFEAR		PEIT: Number of Correct Responses to Fear Trials, by genus	Penn CNB	PEITFEAR		Integer
CHOP:0000854	PNC_PEITHAP		PEIT: Number of Correct Responses to Happy Trials, by genus	Penn CNB	PEITHAP		Integer
CHOP:0000855	PNC_PEITNOE		PEIT: Number of Correct Responses to Neutral Trials, by genus	Penn CNB	PEITNOE		Integer
CHOP:0000856	PNC_PEITSAD		PEIT: Number of Correct Responses to Sad Trials, by genus	Penn CNB	PEITSAD		Integer
CHOP:0000857	PNC_PEITANGRT		PEIT: Median Response Time for Correct Anger Trial Responses, by genus	Penn CNB	PEITANGRT		Integer
CHOP:0000858	PNC_PEITFEARRT		PEIT: Median Response Time for Correct Fear Trial Responses, by genus	Penn CNB	PEITFEARRT		Integer
CHOP:0000859	PNC_PEITHAPRT		PEIT: Median Response Time for Correct Happy Trial Responses, by genus	Penn CNB	PEITHAPRT		Integer
CHOP:0000860	PNC_PEITNOERT		PEIT: Median Response Time for Correct Neutral Trial Responses, by genus	Penn CNB	PEITNOERT		Integer
CHOP:0000861	PNC_PEITSADRT		PEIT: Median Response Time for Correct Sad Trial Responses, by genus	Penn CNB	PEITSADRT		Encoded Value
CHOP:0000862	PNC_PWMT_GENUS		PWMT: Penn Word Memory Test Genus	Penn CNB	PWMT_GENUS		Encoded Value
CHOP:0000863	PNC_PWMT_VALID		PWMT: Penn Word Memory Test Valid Code	Penn CNB	PWMT_VALID		Integer
CHOP:0000864	PNC_PWMT_TP		PWMT: Number of Correct Responses to Target Words (TP)	Penn CNB	PWMT_TP		Integer
CHOP:0000865	PNC_PWMT_TN		PWMT: Number of Correct Responses to Foil Words (TN) 	Penn CNB	PWMT_TN		Integer
CHOP:0000866	PNC_PWMT_FP		PWMT: Number of Incorrect Responses to Foil Words (FP)	Penn CNB	PWMT_FP		Integer
CHOP:0000867	PNC_PWMT_FN		PWMT: Number of Incorrect Responses to Target Words (FN)	Penn CNB	PWMT_FN		Integer
CHOP:0000868	PNC_PWMT_TPRT		PWMT: Median Response Time for Correct Responses to Target Words (TP) 	Penn CNB	PWMT_TPRT		Integer
CHOP:0000869	PNC_PWMT_TNRT		PWMT: Median Response Time for Correct Responses to Foil Words (TN) 	Penn CNB	PWMT_TNRT		Integer
CHOP:0000870	PNC_PWMT_FPRT		PWMT: Median Response Time for Incorrect Responses to Foil Words (FP) 	Penn CNB	PWMT_FPRT		Integer
CHOP:0000871	PNC_PWMT_FNRT		PWMT: Median Response Time for Incorrect Responses to Target Words (FN) 	Penn CNB	PWMT_FNRT		Integer
CHOP:0000872	PNC_PWMT_KIWRD_TOT		PWMT: Total Correct Responses for All Test Trials	Penn CNB	PWMT_KIWRD_TOT		Integer
CHOP:0000873	PNC_PWMT_KIWRD_RTC		PWMT: Median Response Time for Total Correct Test Trial Responses 	Penn CNB	PWMT_KIWRD_RTC		Encoded Value
CHOP:0000874	PNC_PVRT_GENUS		PVRT: Penn Verbal Reasoning Test Genus	Penn CNB	PVRT_GENUS		Encoded Value
CHOP:0000875	PNC_PVRT_VALID		PVRT: Penn Verbal Reasoning Test Valid Code, by genus	Penn CNB	PVRT_VALID		Integer
CHOP:0000876	PNC_PVRT_CR		PVRT: Total Correct Responses for All Test Trials, by genus	Penn CNB	PVRT_CR		Integer
CHOP:0000877	PNC_PVRT_RTCR		PVRT: Median Response Time for Correct Verbal Reasoning Responses, by genus	Penn CNB	PVRT_RTCR		Integer
CHOP:0000878	PNC_PVRT_RTER		PVRT: Median Response Time for Incorrect Verbal Reasoning Responses, by genus	Penn CNB	PVRT_RTER		Encoded Value
CHOP:0000879	PNC_PEDT_GENUS		PEDT: Penn Emotion Differentiation Test Genus	Penn CNB	PEDT_GENUS		Encoded Value
CHOP:0000880	PNC_PEDT_VALID		PEDT: Penn Emotion Differentiation Test Valid Code, by genus	Penn CNB	PEDT_VALID		Integer
CHOP:0000881	PNC_PEDT_HAP_CR		PEDT: Number of Correct Responses to Happy Trials, by genus	Penn CNB	PEDT_HAP_CR		Integer
CHOP:0000882	PNC_PEDT_SAD_CR		PEDT: Number of Correct Responses to Sad Trials, by genus	Penn CNB	PEDT_SAD_CR		Integer
CHOP:0000883	PNC_PEDT_ANG_CR		PEDT: Number of Correct Responses to Anger Trials, by genus	Penn CNB	PEDT_ANG_CR		Integer
CHOP:0000884	PNC_PEDT_FEAR_CR		PEDT: Number of Correct Responses to Fear Trials, by genus	Penn CNB	PEDT_FEAR_CR		Integer
CHOP:0000885	PNC_PEDT_HAP_RTCR		PEDT: Median Response Time for Correct Happy Trial Responses, by genus	Penn CNB	PEDT_HAP_RTCR		Integer
CHOP:0000886	PNC_PEDT_SAD_RTCR		PEDT: Median Response Time for Correct Sad Trial Responses, by genus	Penn CNB	PEDT_SAD_RTCR		Integer
CHOP:0000887	PNC_PEDT_ANG_RTCR		PEDT: Median Response Time for Correct Anger Trial Responses, by genus	Penn CNB	PEDT_ANG_RTCR		Integer
CHOP:0000888	PNC_PEDT_FEAR_RTCR		PEDT: Median Response Time for Correct Fear Trial Responses, by genus	Penn CNB	PEDT_FEAR_RTCR		Integer
CHOP:0000889	PNC_PEDT_SAME_CR		PEDT: Number of Correct Responses to Test Trials with Neutral Difference, by genus	Penn CNB	PEDT_SAME_CR		Integer
CHOP:0000890	PNC_PEDT_SAME_RTCR		PEDT: Median Response Time for Correct Responses to Test Trials with Neutral Difference, by genus	Penn CNB	PEDT_SAME_RTCR		Integer
CHOP:0000891	PNC_PEDT_A		PEDT: Total Correct Responses for All Test Trials, by genus	Penn CNB	PEDT_A		Integer
CHOP:0000892	PNC_PEDT_T		PEDT: Median Response Time for All Test Trials , by genus	Penn CNB	PEDT_T		Integer
CHOP:0000893	PNC_PEDT_PC		PEDT: Percent of Correct Responses for All Test Trials, by genus	Penn CNB	PEDT_PC		Integer
CHOP:0000894	PNC_PEDT_HAP_PC		PEDT: Percent of Correct Responses for Happy Trials, by genus	Penn CNB	PEDT_HAP_PC		Integer
CHOP:0000895	PNC_PEDT_SAD_PC		PEDT: Percent of Correct Responses for Sad Trials, by genus	Penn CNB	PEDT_SAD_PC		Integer
CHOP:0000896	PNC_PEDT_ANG_PC		PEDT: Percent of Correct Responses for Anger Trials, by genus	Penn CNB	PEDT_ANG_PC		Integer
CHOP:0000897	PNC_PEDT_FEAR_PC		PEDT: Percent of Correct Responses for Fear Trials, by genus	Penn CNB	PEDT_FEAR_PC		Integer
CHOP:0000898	PNC_PEDT_SAME_PC		PEDT: Percent Correct Responses to Test Trials with Neutral Difference, by genus	Penn CNB	PEDT_SAME_PC		Encoded Value
CHOP:0000899	PNC_MP_GENUS		MP: Motor Praxis Genus	Penn CNB	MP_GENUS		Encoded Value
CHOP:0000900	PNC_MP_VALID		MP: Motor Praxis Valid Code	Penn CNB	MP_VALID		Integer
CHOP:0000901	PNC_MP_MP2RTCR		MP: Median Response Time for Correct Mouse Click Responses 	Penn CNB	MP_MP2RTCR		Encoded Value
